indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2019,246.8,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2018,250.19,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2017,245.22,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2016,235.48,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2015,252.32,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2014,243.76,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2013,251.13,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2012,274.37,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2011,261.45,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2010,263.8,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2009,268.17,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2008,263.29,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2007,250.72,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 4,2006,235.94,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2023,332.83,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2022,340.65,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2021,331.74,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2020,348.52,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2019,310.85,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2018,310.37,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2017,316.49,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2016,317.69,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2015,301.76,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2014,296.3,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2013,306.08,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2012,312.29,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2011,329.3,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2010,318.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2009,307.44,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2008,308.74,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2007,304.74,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Gasto medio por persona, Quintil 5,2006,277.03,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2023,1.45,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2022,1.52,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2021,1.69,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2020,1.89,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2019,1.71,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2018,1.74,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2017,1.84,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2016,1.9,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2015,1.9,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2014,1.88,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2013,1.96,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2012,2.05,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2011,2.08,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2010,2.09,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2009,2.04,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2008,1.93,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2007,1.88,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Total,2006,1.85,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2023,1.42,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2022,1.52,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2021,1.63,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2020,1.93,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2019,2.23,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2018,2.21,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2017,2.48,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2016,2.66,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2015,2.56,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2014,2.64,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2013,2.54,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2012,2.84,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2011,3.24,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2010,3.17,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2009,3.01,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2008,2.72,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2007,2.61,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 1,2006,2.7,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2023,1.7,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2022,1.57,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2021,1.88,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2020,2.07,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2019,2.07,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2018,2.1,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2017,2.4,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2016,2.42,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2015,2.38,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2014,2.35,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2013,2.44,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2012,2.61,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2011,2.62,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2010,2.79,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2009,2.69,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2008,2.52,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2007,2.54,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 2,2006,2.54,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2023,1.55,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2022,1.55,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2021,2.01,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2020,2.13,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2019,1.99,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2018,2.02,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2017,2.04,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2016,2.16,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2015,2.14,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2014,2.09,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2013,2.31,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2012,2.29,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2011,2.31,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2010,2.39,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2009,2.41,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2008,2.24,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2007,2.18,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 3,2006,2.16,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2023,1.5,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2022,1.68,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2021,1.75,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2020,1.99,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2019,1.69,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2018,1.75,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2017,1.76,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2016,1.76,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2015,1.91,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2014,1.89,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2013,1.95,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2012,2.1,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2011,1.95,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2010,1.99,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2009,1.99,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2008,1.92,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2007,1.85,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 4,2006,1.84,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2023,1.28,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2022,1.39,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2021,1.44,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2020,1.62,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2019,1.3,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2018,1.32,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2017,1.39,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2016,1.46,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2015,1.41,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2014,1.39,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2013,1.46,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2012,1.46,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2011,1.51,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2010,1.46,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2009,1.39,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2008,1.35,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2007,1.34,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes verticales), Quintil 5,2006,1.27,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2023,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2022,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2021,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2020,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2019,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2018,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2017,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2016,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2015,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2014,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2013,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2012,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2011,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2010,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2009,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2008,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2007,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Total,2006,100.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2023,9.52,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2022,9.82,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2021,9.58,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2020,10.19,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2019,12.35,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2018,12.0,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2017,12.72,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2016,13.31,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2015,12.8,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2014,13.13,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2013,12.38,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2012,13.34,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2011,14.85,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2010,14.22,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2009,13.67,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2008,12.81,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2007,11.72,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 1,2006,11.71,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2023,16.58,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2022,14.59,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2021,15.72,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2020,15.58,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2019,16.78,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2018,16.69,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2017,18.2,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2016,17.83,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2015,17.38,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2014,17.41,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2013,17.54,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2012,17.92,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2011,17.61,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2010,18.49,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2009,18.47,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2008,18.09,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2007,18.44,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 2,2006,18.11,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2023,19.1,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2022,18.34,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2021,21.15,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2020,20.3,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2019,20.89,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2018,20.88,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2017,19.85,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2016,20.33,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2015,20.12,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2014,19.89,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2013,21.04,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2012,20.1,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2011,20.04,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2010,20.35,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2009,21.18,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2008,20.74,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2007,20.64,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 3,2006,20.91,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2023,23.94,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2022,25.62,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2021,23.76,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2020,23.85,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2019,23.17,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2018,23.52,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2017,22.2,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2016,21.41,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2015,23.32,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2014,23.28,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2013,22.69,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2012,23.62,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2011,21.66,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2010,22.17,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2009,22.24,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2008,23.2,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2007,22.67,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 4,2006,23.65,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2023,30.86,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2022,31.62,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2021,29.8,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2020,30.07,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2019,26.81,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2018,26.9,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2017,27.03,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2016,27.12,False
Total Nacional, Bebidas alcohólicas y tabaco, Dato base, Distribución (porcentajes horizontales), Quintil 5,2015,26.39,False
